Title,Description,Label
"So far so good only been up a week but no problems as ...","So far so good only been up a week but no problems as of yet I use it for my Security camera's and Video's are crystal clear. Color and Hue are pretty much right on with no adjustments right out of the Box for the price there can be no complaints. one of the best features are the three different video connections just wish I hadn't gone cheap on the cameras so I would have Sound to see what the speakers sound like on the monitor also it did come with the HDMI cable that one reviewer claimed it didn't.","positive"
"amazing monitors with good picture quality","amazing monitors with good picture quality comes with generous hdmi cable.  Speakers are low quality but that is expected nevertheless they also work perfectly and were plug and play.  would buy again!","positive"
"Better than I expected!","Perfect monitor for the price! Very bright and colors are vivid on auto settings. You can play with adjustments if you want but it's fine on factory settings. The only problem is that the built-in speakers are weak which is to be expected.The monitor is thin and it doesn't take a lot of room on your desk. Actually this monitor is better than I expected.","positive"
"Great for casual gaming","I'm using this in my dorm room for my PS4. Comes with several cords but I only needed the HDMI and the power outlet to get my PS4 working. Also comes with audio output and also a built-in speaker that works perfectly fine if you're at sitting distance from the monitor. Sound and graphics work fine I'm not much of a techs person but this works perfectly to play games on casually :)","positive"
"out of the box great especially with very inexpensive 4 year warranty","I see complaints about color quality but what do you want for $66. especialy with 4 year warranty.Glossy large type  manual. you cant tilt it. I bought it because i could never see the entire screen All important information seems to be on the right side. So i had to move the bar over on my 12 inch screen.Everything is great so far.","positive"
"Spectre is spectacular!","I bought this very nice very thin monitor so I could set up my Raspberry Pi without having to commandeer the family TV! I was surprised to find not 1 but 2 HDMI inputs in addition to the VGA connection. I appreciate the fact that they included a VGA cable and a HDMI-to-DVI cable even though I didn't need either for my setup. The built-in speakers won't rock the house but they get the job done. I will probably use the VESA mounts in the future when I find a permanent home for this little guy but in the meantime I can put this on my kitchen table and still have room enough for a couple of McRibs!","positive"
"Inexpensive LED Monitor With 1600 X 900 Resolution","The base was easy to assemble & attach to the screen.. Booted up in Windows 7 with no problems.  Comes with 2 HDMI & 1 VGA connections.  Graphic artists should look at higher resolution monitors but for office or home use this monitor works well.","positive"
"Quality","Just the perfect size to use with my laptop while working at home.  Very clear and prevents eye strain.","positive"
"Really good","Perfect 2 of these plus a dockingstation and my home office is equal to my regular office. Unbeatable value for your money. These monitors come with all the right cables so no need to order any separately as I did.","positive"
"Love sceptre","Bought 3 of these and three 24 and already had another for about 10 years and it perfect. Great bang fir the buck. These work great for my kids monitors. Look amazing with beautiful colors and functions. Speakers are better than expected as well.","positive"
"Good monitor value","Got it for a second screen to work at home. Bought a cheap Amazon cable and it plugs right into my Macbook Air with no fuss. I use a separate bluetooth speaker that I connect to my laptop for sound.","positive"
"Good deal for the price.","I bought these monitor for mi old computer with VGA port and it works fine. Set up was easy it comes with two cables( VGA to VGA and  DVI to HDMI). Perfect for small to medium desk and has a very sharp definition for the price.","positive"
"Excellent value for an acceptable price.","Excellent monitor. The image is crisp it is large enough for me and the built-in speakers allowed me to get rid of my old speakers thereby decreasing the cable jungle under my desk. I am very happy with the monitor.","positive"
"No cons!!!","Great monitor. Easy setup good high def more features than most would use. I have been buying Sceptre for 15 years and never been disappointed. Best value for the money I have found. My last Scepture monitor lasted ten years.","positive"
"Very nice monitor.","Besides a crisp image and relatively simple installation this monitor included a d-sub cable and screwdriver in the box.  This is my first exposure to this brand but won't be the last.","positive"
"Excellent picture quality  easy to connect and takes up less space than some of the other monitors on the market.","This is a awesome monitor. Picture is great.. clear and sharp.  Its so much more than we expected.Very happy with this purchase.  Had all the cables needed.. Customer Service is great.","positive"
"Super Price for a good monitor","For the price  I can't complain - arrived on time  packaged well came with all the cords you could need for multiple configurations.  Not big but not small either.  I would recommend it for use like mine - playing older games.","positive"
"If You Are Buying The 20 Inch Monitor In 2018 Read This!","The monitor is awesome and the people in the questions section are saying that it only has 1 HDMI port because they have the 2017 version. If you are buying the 20 inch monitor in 2018 there is no worry. There is 2 HDMI ports and they also have a VGA and a DVI and it comes with a VGA to VGA cable and a HDMI to DVI cable but there is no HDMI to HDMI cable. The monitor is great quality for the price and the volume is ok but sounds kind of muffled. Hopefully this review clears up all the commotion in the comments and helps everyone.","positive"
"Bright clear display sturdy stand great price.","For the price this monitor is great. I use it for my home office as a secondary monitor to my laptop screen and my only regret is not getting a size larger. The stand is sturdy the image is bight and sharp and it's not ugly.","positive"
"Great inexpensive monitor!","We bought a LaView home security camera system and I ordered this monitor for the DVR unit.  Works beautifully plug and play through HDMI (but also has the VGA adapter on the back).  Great video quality!","positive"
"Best Buy Best Pix","Wow. clear pix. easy to use screen controls. have not used built in speakers yet. great price. WNTL?","positive"
"Couldn't be happier","Excellent condititon and the picture looks great for the price you can't beat it!!!! Love how lightweight and fast it is!","positive"
"Fantastic especially for the reasonable price.","Absolutely beautiful display; connected as secondary monitor on Mac and for HSMI display with a Kodi box.Wish it was 4 higher but over all perfect.","positive"
"Love it","Wow I didn't realize how dull my old screen was. Lol The picture is so bright and clear and just the perfect size.","positive"
"I love it!","Mine came in a few weeks ago and I love it so much. The colours are bright and you can mess with your colour settings with the menu button! TF2 Dota 2 CS:GO EVE ect.; They all look very crisp. Even my sister's digital art looks 10x better on it! The LED lighting does make it a little hard to stare at for extended periods of time though. Still an absolutely wonderful monitor and it's pretty cheap compared to other brands!I would definitely recommend this monitor to those who're on a budget or are after a really nice cheap gaming/art monitor.","positive"
"Five Stars","Good monitor for the price would buy again! 9 months later..... I did buy another one and now I have a beautiful 2 monitor set up for my desk top! These are well made monitors you cant beat for the price!","positive"
"Best value for the money!","EXTREMELY NICE PICTURE and VALUE FOR YOU MONEY.  The monitor comes with power cord and VGA cable.  However the monitor has VGA HDMI and DVI inputs.  It is VESA 100 compatible however the swivel base stem is NOT removable;  Still a great value!","positive"
"Good for the price","Got this as a 3rd monitor does its job well.  Came with 4 standoffs for vesa mounting as the stand mount sticks off the back a bit without the stand installed.  Picture quality is pretty good for the price.  Haven't tested the speakers so I cannot speak to the quality of those. There are alot of old reviews for older models take those with a grain of salt as not all of them reflect the current product.","positive"
"This is a steal for the price","Had this for around 6 months and is still doing great. I've transported around with little protection in a backpack and has yet to take any damage. The speakers are bad but the size is good. If you are using this from less than 2 feet away this is the monitor to use.","positive"
"Stunning picture","I love the picture on this and it works great for my need I have a home office and just needed that and screen to make life easier.the sound quality isnt great but for the price this is a great buy","positive"
"Nice screen and great price","Nice screen and great price.  had no issues with the screen and we bought two of them and both work great and do as they should.","positive"
"Great deal!","Monitor came in original packaging and was in perfect condition! I upgraded my son’s computer monitor from a smaller one and he loves it! Not too big and a great pictures! You won’t find a better deal out there!","positive"
"One of the best monitor options under $100","Was looking for a replacement monitor for security cameras. This turned out to be a perfect screen for the job.Pros:- Came with plenty of cables (power VGA DVI-to-HDMI)- Tilt mount with enough flex to remove glare- Plenty bright to see in daylight- Included a free screwdriver for the setup!Cons:- Uses power adapter with relatively short cord","positive"
"Works great. Plugged in 3 screens to my son's desktop","Works great.  Plugged in 3 screens to my son's desktop.  Just make sure your laptop/desktop has enough ports for the amount of monitors you buy. I ended u plugging in 2 via HDMI and one via a VGA to a Startech converter (USB).","positive"
"Five Stars","It exceeded my expectations. It gives me a bigger screen to look at and clearer.","positive"
"Superb buy.","This was a brand new monitor in the original factory packaging.  It works perfectly and has vivid colors and great clarity.  Superb buy in every way.The price was unbeatable even against similar reconditioned monitors!","positive"
"Great price and resolution.","Fantastic price and great image quality. I bought two matching monitors for my work desktop. Their base is plastic but it is pretty sturdy.","positive"
"Excellent Monitor","Very happy with the monitor. It's really cheap price considering the quality.  Great product.","positive"
"Works well","The screen on my son's laptop started to fail so I wanted an inexpensive monitor for him to use with it (cheaper than replacing the screen). Works well for what he needs no gaming or anything just school work and browsing.","positive"
"Five Stars","For the cheap price you get what you paid for. I found value in this purchase.","positive"
"Great monitor","After reading several reviews i was a little skeptical but after receiving and installing the monitor i couldn't be more pleased.  Exactly as described and works great!  Ordering another for my daughter for college!","positive"
"Great for the money","For $60-70 bucks this thing is great.  Not the greatest monitor but does the job.  Great for kids computers temp installations...not for the gamer photo video snob but does the job","positive"
"Five Stars","Works like champion used HDMI on dish system this best thing I ever bought for this application","positive"
"Very nice for the price!","My computer monitor died after 8 years.  When I stared to price replacements I was shocked at how  expensive they were.  I found the Sceptre  E205W-1600 20 for so much less I took a chance.  I am very pleased with my purchase. I'm not a gamer but this monitor is very sharp and suits my needs perfectly.  I would definitely buy it again..","positive"
"Great product","Great monitor and easy to set up. Only complaint would be that it was shipped in the package box so anyone walking by could tell what it was. Not good for packages delivered to homes.","positive"
"Appears all issues are resolved.","This is awesome. On the model I received it has all of the needed hardware to attach and mount (extended screws/nuts) . The neck is also removable on mine.Works awesome and awesome price.","positive"
"So far it is working great. I didn't have much confidence going in but ...","So far it is working great. I didn't have much confidence going in but I couldn't resist the price. So far it has performed above expectations.","positive"
"Do it! Jack & coke. Do it.","Cannot be beat for the price! I also wanted people to know that while I was concerned/annoyed that the neck would not come off and be visible they must have updated the product as mine came without the neck attached. Also mine have 2 HDMI connections.I’m just using them for my home office and am sitting rather close to them so they are the perfect size.","positive"
"... up to a computer and so far they are great. Perfect size since we have two monitors connected ...","Have had two of these hooked up to a computer and so far they are great. Perfect size since we have two monitors connected and displayed on one desk.","positive"
"High quality","Great picture and high quality. It even came with multiple cables for connectivity.","positive"
"Five Stars","Exactly what I was looking for. Perfect--and quickly delivered.","positive"
"WITHOUT question the perfect monitor for Me","Price was hard to beat and the quality is out of this world. WITHOUT question the perfect monitor for Me. I'm able to enjoy My games and movies a lot more as well as YouTube.","positive"
"Very good quality for the price.","The item was boxed and came with all wires except the Audio cable.  Well worth the price.","positive"
"Excllent Screen","Excellent product at a good price. Easy to install and very happy with the purchase. Would recommend for anyone wanting a good everyday screen.","positive"
"The monitor works as advertised.","I like the monitor. I thought it would be different from the pictures BUT it still works the way i knew it would. Its NOT a tv but a decent monitor for mny ps4. Almost a week after getting it and it still works.","positive"
"Great quality monitor","Great quality monitor. Easy to set up hook up with a computer/gaming system. All the necessary cords and instructions included. Only downside is some of the packaging is hard to get off and so are the stickers that are on the frame of the monitor.","positive"
"Good monitor and price for me","Good monitor and price for me.  Hooked up a raspberry pi and just have it displaying a clock/calendar from a web page all the time.","positive"
"Five Stars","Great monitor for the price.  Main use will be as monitor for a four camera security system.","positive"
"which is nice.","Affordable and works really well. I don't need to buy speakers which is nice.","positive"
"Great monitor","Works great good value no complaints.","positive"
"So far we love it. The colors are crisp and clear","So far we love it.  The colors are crisp and clear.  We use it for our security cameras wish we would have gotten a bigger screen.","positive"
"Great value","Great monitor for the money good picture and lots of features.  Still can't believe how inexpensive it was.","positive"
"easy menu. Nice price","Had Sceptre previously and bought this one for a new location. Quality screen easy menu. Nice price. Very happy with Sceptre.","positive"
"Good value!","Great monitor good resolution. I bought it mainly for the price and it gets the job done.","positive"
"Best Investment","Love this monitor a huge help when working from home trying to view multiple sheets in excel.","positive"
"Five Stars","It works has speakers and is $20-30 cheaper than cheapest. I have no complaints.","positive"
"Great for the price","For the price it serves its purpose as an extra monitor for homework!","positive"
"Great.","Great for the price! Overall quality is excellent. I Recoment this.","positive"
"Great computer monitor","I bought this for my girlfriend's computer. It's on all the time and seems to be doing well. I recommend it","positive"
"Price is less than some of the monitors but is excellent quality.","The physical monitor takes up little space but gives a much wider picture.","positive"
"stand IS removable - not sure what the other reviewers are talking about","thin and light good for wall mount fast on and refresh rate good pictures","positive"
"Five Stars","Excellent performance","positive"
"Five Stars","I would buy this again.  Fast shipper.","positive"
"As Advertised.","Bought this monitor for use with a home surveillance system.  Great value for the price.","positive"
"awesome just plain","awesome  just plain awsome","positive"
"Can't beat the price","This monitor is only 900p @60hz. However it has exceptional color all the ports you'll need and even built in speakers to my surprise. These speakers aren't great but a welcome added bonus. Would still recommend some external speakers. Overall great product.","positive"
"Works great with MacBook","Purchased two and use as extra dual-screens with my MacBook at work.","positive"
"Perfect for the price!","This is perfect for the price! I built a gaming case within a Pelican case and wanted the moniter to fit have speakers and have hdmi.The neck for the mount does come out with alittle work don’t listen to those other reviews where they say you can’t take it out.The speakers are not the best quality.","positive"
"Five Stars","Nice monitor at a great price.  Exactly what my family needed.","positive"
"Very nice work s good","Very nice","positive"
"Great picture","Very crisp picture. Perfect third monitor for my business.","positive"
"works just fine!","This monitor was used in conjunction with the ML411B Bracket for a museum project works just fine!","positive"
"great","works great","positive"
"Quality for price.","Works nice. Looks good. Nice picture.","positive"
"Five Stars","great","positive"
"Good value","Great value decent picture. Fast delivery as advertised","positive"
"Good Deal","Came with HDMI to DVI cables as well as VGA. Only downside is there isn’t any USB port on the monitor and the limited display settings. Works as expected.","positive"
"Small format but it's all screen and Hi Res","Good inexpensive high resolution monitor","positive"
"Five Stars","A nice cheap monitor. I use it at work to troubleshoot larger monitor problems.","positive"
"Five Stars","Perfect monitor for my need.","positive"
"works great","works great has a DVI to HDMI adapter cable instead of a DVI socket","positive"
"Sceptre monitor screen","Good screen. Nice and clear. Like it a lot.","positive"
"... places and Amazon was the cheapest but it's been amazing he's a gamer so it works great for that","my husband wanted a new screen and we went so many places and Amazon was the cheapest but it's been amazing he's a gamer so it works great for that","positive"
"Great monitor for the price!","It does what it's supposed to do. I'm very happy.","positive"
"Can't beat the price","Arrived on time easy set up as a second monitor. Had it a few weeks and zero complaints thus far","positive"
"Five Stars","Great value","positive"
"Very impressed","Great quality and pricing","positive"
"Nice so happy .... too arcade 😀","Love it ...  perfect for the kids","positive"
"Affordable and decent quality","Great price clear picture with no dead pixels. Surprised by the integrated speakers which aren't too loud but are a nice addition.","positive"
"Love that it moves up and down","Love that it moves up and down. Have been looking for a low profile monitor for ages - this is perfect!","positive"
"Five Stars","Working out great!","positive"
"Works well low power drain!","Good Cheap monitor for Ras-Pi!","positive"
"Excellent resolution","Picture is well worth the price. I use it instead of my laptops monitor.","positive"
"it has a nice size screen and its great","it has a nice size screen and its  great. i will be buying another one real soon. to help with my business i'm looking to start next year after i retire.","positive"
"Very thin.","Nice and thin fits well inside a cabinet","positive"
"Nice Monitor","Monitor works great and is a nice size.","positive"
"good quality product","picture is good sound is basic","positive"
"Great Picture","This monitor has a great picture. The speakers work well.","positive"
"Love this monitor","Love this monitor. The one I received had no dead pixels or any other issues so far. My only complaint with the product is that the stand prevents you from tilting the screen back so that it is at a better angle for viewing but I plan to build a stand to put on my desk so that it is more elevated and creates a better angle.","positive"
"Great price!  Excellent quality.","GREAT PRICE. Great quality.  Needed these for my at home office  (ordered 2 of them).  They came with all necessary cables for attachment to my docking station.  Highly recommend.","positive"
"great for office work.","pros:-Good Color-Good contrast-easy on the eyes-Overclockable to 75hz (on mac at least have not tested pc)-2 HDMI ports!-comes with assembly tool-removable stand-mountable-instant input recognitioncons:-speakers are useless-no DVI","positive"
"The two in one","I bought this because my motherboard only has 3 input for fans which is a problem when you have an NZXT H500 that can support up to 4 fans. It felt very durable and easy to use. To be honest it kinda early to any problem will pop up but as of now pretty solid.","positive"
"Five Stars","Perfect and it was brand new Sealed box Fast shipping. If U need another monitor I recommend it.","positive"
"Nice monitor","For the price works great. Clean & clear picture.","positive"
"Good for quality","Works good for use","positive"
"Awesome!!!!","Will buy one more for sure!!!!","positive"
"Five Stars","Hooked up to computer system and it works great.","positive"
"Five Stars","Nice Qualty","positive"
"As advertised","No issues","positive"
"Affordable monitor to meet every day needs!","This is a simple monitor that we purchased for our church youth group. It does the job and I've not noticed any delays. I would definitely recommend this product to others.","positive"
"I love it","I don't have any problemsI love it","positive"
"Five Stars","Just what I needed","positive"
"i like it","nice size.  good visibility","positive"
"however picture quality is great had the inputs I needed","I was a bit skeptical at first seeing how it's a brand that I'm not immediately familiar with however picture quality is great had the inputs I needed.  Works like it's supposed to.","positive"
"Better then expected","It arrived on time  with original box and an extra band. Looks like new no scratches or marks. It was easy to set up with my current sprint plan and paired easily with my iPhone X.","positive"
"Great watch great price","I’m in love with my watch! I use it more than I thought I would. It’s perfect for work and traveling. I’m afraid to use the water feature though so I haven’t tested that part yet lol","positive"
"like new","works perfectly nice watch. I use it everyday.","positive"
"Love it!","I love this Watch. A little pricey but worth it (so far) I’ve only had it for about 3 days. Looks new.","positive"
"Love it","Works great","positive"
"Five Stars","Love it.","positive"
"Perfect","I love my watch","positive"
"Great purchase!!","Arrived fast before the expected delivery date! I was hesitant to purchase a refurbished Apple Watch but I’m very pleased with it.","positive"
"Great buy. Highly recommend","Shipping was fast. The watch works wonderful. I was a little worried when the packaging came because it’s not the original box. But I was delighted when the watch was inside. Overall would by again.","positive"
"Very happy with product","Was bit skeptical but thrilled when i recievd the item it was in excellent condition no wear and tear marks. working as expected. Battery life is very short have to charge evreyday.","positive"
"Great watch. Great value","Looks great. Works great!","positive"
"I love my watch!","I LOVE my watch! Purchased refurbished and so far so good. No issues! It’s gorgeous!","positive"
"Great Watch Works Great","I have only had it for about 3 days now but it has worked great no problems at all got here faster than it was expected which was nice. Great watch so far!","positive"
"Looks brand new","Just as described.","positive"
"Nice as expected","Bought this for a friend. Perfect conditions. Would recommend this for sure","positive"
"This watch was exactly as described works great fast delivery!","Excellent condition quick delivery!","positive"
"Awesome","Awesome so in love with this watch and shipped fast","positive"
"Works perfectly","Everything as described.","positive"
"Five Stars","Very good thanks","positive"
"Five Stars","Good","positive"
"AMAZING!!","Works perfectly! Battery is great!!!","positive"
"Five Stars","All good","positive"
"Watch this style!","Love this band. I have a large wrist and this fits perfectly. It is so comfortable I have to check to see if I have it on. Easy to install. Looks great especially the black closure and eyelets.","positive"
"Fantastic watch","Great product!  My son loves it!","positive"
"Five Stars","super fast ship at good price","positive"
"Five Stars","Excelente","positive"
"Refurbished Apple Watch!","Liked the watch was refurbished and therefore was in a plain box seems to be working fine so far.","positive"
"Idk I'm a little split between the color of the ...","Idk I'm a little split between the color of the body of the watch. I understand the pink bands but the product says gold alum. Pink sand or what bands. I feel the body is more of a rose gold or pink gold then just Gold","positive"
"I love this device","Ideal UserThis product can be used by anyone. I think the most productive user would be a person who has an iPhone because you get text messages through your apple watch if you have an iPhone. Also if the person does any physical activity the user of this product will have a tremendous amount of benefits. The age range for people that would have the most benefits from this product is anywhere from teenagers to older adults. If you are looking for an apple watch the watch with cellular is a good choice.CriteriaThis watch does have a bit of water resistant. If you get it wet and dry it off it will not break but it is not waterproof. There is also a very good durability with this watch. I play softball with it on and have taken ground ball off of it and hit is against multiple objects and there are no scratches on my screen or on the watch.PerksWith the cellular perk of the apple watch you can use your watch a phone. If you don’t like carrying your phone around with you while you are running the cellular part of the watch will give you the ability to run and listen to music with only your watch. could download apps onto the watch to get more information why you are working out or sleeping. I have a sleeping app that lets me know how long I was asleep throughout the night how long I was awake and how long I was restless. With the Apple Watch you will get any notifications you approve of from your phone through your watch. You can also see how many steps you have gone throughout the day and you can check your heart rate whenever you want to. I have tested to see the accuracy of the watch compared to checking my heart rate manually and with both I received the same heart rate. Along with checking your heart rate whenever you want you can go back and look at what your peak heart rate was for the day and for the week.","positive"
"Why you should buy an Apple Watch","The Apple Watch Series 3 42mm Smartwatch is an excellent product and serves many purposes. I wear my watch while performing a variety of different tasks such as: going for a run at the gym with dress attire to work and even for everyday life activities. The ideal user of this watch is teenagers to young adults that are always on the go wanting more technology at their finger tips and have a taste for fashion. The Apple Watch has been worn with impressive quality for about the last year. Some of the criteria that was used to evaluate the watch included: durability eye appeal and convenience.Durability and Eye AppealThe overall quality of the Apple Watch has been outstanding. The hard face cover and water resistance allows the watch to be worn every day in every environmental condition. The thin and sleek design make the watch lightweight but the aluminum build adds longevity and durability. The watch is offered in several different colors: white silver gold and black; allowing buyers to express their own fashion choices. The watch is also allowed to have different bands attached to it whether you want a more athletic band for your run through the park or a leather band for your day at the office. The Apple Watch’s design allows for durability in any situation and the freedom of color choices adds an aspect of style.ConvenienceConvenience is one of the best qualities about the Apple Watch. With its location right on your wrist it adds another level of connectivity to your fingertips. You are able to check messages make and receive calls get directions send emails surf the web and much more. Other features include receiving vital health information like your heart rate and your total exercise distance for the day. The Apple Watch also has capabilities of running off of cellular data through your provider. The convenience of the Apple Watch makes it easy to use in everyday life rather than holding a cell phone in your hand.Ultimately the Apple Watch is the ideal product for someone constantly on the go. The watch has the capabilities to keep you in touch for the long haul with its super easy convenience and durability. As well as spice anyone’s wardrobe with its catchy color scheme options and eye appeal.","positive"
"absolutely love it I wish I could buy 100","absolutely  love it I wish I could  buy 100","positive"
"Amazing... That's all there is to it.","I've only had this watch for a few hours but I'm blown away.I was using the FitBit Ionic but the Apple Watch is on an entirely different level.The graphics the variability the graphical beauty of the information it's simply an amazing device.Plus there are a good number of protective cases that give the watch a chunkier appearance which I like as I have a large wrist.  I purchased the Catalyst Band and am very impressed with it.","positive"
"So dope!","This watch does so much I've had it for 3 months so far and still learn new functions I had no idea it could do. REALLY great for jobs where you can't use your phone too.","positive"
"Very Happy Customer","I enjoyed this watch. I thought i’d regret buying it because my wrist is small but the 42 mm has really good battery . i left it full charged i didn’t charge it at all through the night and it’s still 86%. I highly recommend though i was a bit upset when i wasn’t able to activate my cellular plan through my carrier but that’s on me. Not through this watch. It’s very nice and overall i am a very happy customer! i’m also kind of glad I bought a refurbished one instead of a new one because refurbished items are $50.00 less cheaper then a new and it’s also way better then a completely used one. Overall i’m pleased with the item i bought. Thank you so much!","positive"
"2 bought thinking about a 3rd","Chubbie - products are excellent! I bought the first iWatch from this seller and when my wife didn’t stop wearing hers except for to recharge it.... made me want to get a second one for myself. I would highly suggest purchasing from chubbie to anyone. Product was in perfect condition... was gift wrapped and in a beautiful container.","positive"
"Absolutely love this watch","Absolutely love this watch.  I did not connect it to a mobile plan but I don't think that has really been necessary. Since I started watching and tracking my steps and trying to hit goals I've increased my daily step average by double!","positive"
"GREAT WATCH!","I'm sometimes nervous buying refurbished but the watch was very much like brand new and works great!","positive"
"Need to trade back for 42mm","I did not mean to order the 38mm I apologize I was wanting the 42mm. Are you able to trade for the 42mm? If not that’s okay but I will have to return the product.","positive"
"Looks and works perfectly!","This is an amazing watch absolutely no issues so far!","positive"
"Trust","Dislike that screen was cracked and didn’t fix it","positive"
"Five Stars","Excelent product","positive"
"Completely Satisfied!!!!","Purchased for a loved one &&& you couldn’t tell it was ever used.. I was worried about how it would arrive &&& I was able to gift it to them the same way it was sent to me.. They thought I brought it brand new &&& were blown away when I handed it to them!!! Best purchase I’ve made.. They are in love with their watch!!! I am completely satisfied!!!!","positive"
"My daughter is so happy.. working perfect at least until now","My daughter is so happy .. working perfect at least  until now !!! Ok","positive"
"Five Stars","Perfect quality faster than quoted shipping time EXACTLY what I wanted.","positive"
"Same price as new one","Why are the new watches the same price as refurbished watches.","positive"
"Excellent choice","Just as advertised. Excellent condition.","positive"
"Excelente","Excelente servicio","positive"
"I was hesitant... but watch is in perfect condition!","I was very hesitant about buying this watch regarding some of the reviews. However my watch is in perfect condition. There’s no marks scratches nothing! It’s like brand new. If you want an amazing watch for a good deal but this! I’m so excited for my new watch.","positive"
"I Play Video Games","Here's the short version:If you grew up poor and can't mentally justify spending a month of rent in urban California on a single television if you're poor as heck right now but could conceivably afford this television if you've never owned a 4k TV if you've never owned an especially large TV you will not be disappointed by this gigantic freaking monstrosity of a display. It nicely upscales 1080p content it has a nice frame rate it has passable speakers you can hear the bass on and as someone who is picky about delay to the point of 25ms being effectively unusable for music-based games I am very happy with the game mode option that removes the delay typically associated with HDMI displays. It is a good TV and everyone in my family which includes two audio people and a visual artist is extremely happy with it.The detailed version:Given the extremely low cost compared to similarly sized TVs it is surprisingly high quality.The remote is minimal comfortable and easy to use.Has a phone app in case you're one of the many people who habitually misplace the remote. App does exactly the same things the remote does.The speakers kinda suck at low volumes but it's whatever. If you care about audio quality go buy some fancy external hookups. It's good enough that I can bump the Thumper soundtrack and it's still a decent listening quality. Actually plays tones below 200Hz and does so cleanly so it's better than most TVs I've had.It has a game mode that it claims will affect the picture quality but does not noticeably do and the lack of delay is such that it is not noticeable to me a musician to whom 25ms of delay is unacceptably bad and unusable. I'm actually able to play Thumper on the Nintendo Switch with no problems whereas with my previous TV it was so bad that I opted instead to play on console with headphones. This is the feature that I love the most about this TV.The upscaling is such that on my gaming PC I saw no difference between 4k and 1080p when playing GTA5 (except for the frame rate when large distances or a large number of objects are visible which is entirely due to the fact that I'm playing it on a GTX1060).It has a lot of service integrations such as Netflix Hulu Amazon Instant Video Google Play Movies and a few others.IT'S HUGE OH MY GOD I AM BAD AT CONCEPTUALISING PHYSICAL SPACE I DID NOT REALISE HOW BIG FIFTY-FIVE INCHES IS EVEN WHEN ESTIMATING ITS SIZE BASED ON MY EXISTING 40 TELEVISION I LITERALLY HAD TO REARRANGE MY ENTIRE ROOM AND BUILD NEW FURNITURE TO ACCOMMODATE THIS THING???????It's surprisingly thin.Does CEC and has settings to automatically switch channels based on what just turned on.Lots of options for controlling and customising various aspects of the television including picture and audio correction accessibility options including captions and spoken audio transcription (I have not tested the latter feature) and UI skins. You should absolutely poke around the options as much as possible once you get this as there are several options for things like the refresh rate of the display which I imagine is relevant to a lot of people. (I am not intimately familiar with specifics of refresh rates but I have seen no tearing or distortion from fast-motion visuals and things appear to animate smoothly.)Does some advertising for purchasing media through Roku presumably to offset the cost of the device. It isn't especially intrusive and only consists of movie posters in a small portion of the screen at very select times in one part of one menu.Does require a significant amount of opting out of certain things.Overall a fantastically huge featureful and good-looking TV for the cost.Regarding complaints I've seen in other reviews: My product did not show up broken it has not stopped working despite extensive use since I got it I have no complaints about the refresh rate it displays 4k content over HDMI with no issues they say it's a glossy screen but it's really just unusually and disconcertingly smooth and otherwise significantly less glareful and reflective than my previous television it has effectively no inconsistencies with backlighting or colour (just a small spot that's slightly brighter which is only visible at extreme viewing angles or if the screen is effectively displaying nothing but black and I don't mean like really dark or a scene at night I mean like literally it is displaying the colour black over 50% of the screen and only then is it noticeable from a front angle and just barely at that).So if you're one of those folks that buys artisan gold plated audio cables aged seven years in oaken casks if you buy two of the Ti version of the latest nVidia graphics card because you absolutely need to run everything on Ultra at 120FPS in 4k if you're the kind of person who thinks Grey Goose tastes better you probably won't like this TV.If 10% not as good as the best thing for 1/4 of the cost is your jam this is an amazing purchase. I freaking love my new giant TV.","positive"
"Extremely happy with this purchase","I am shocked at the picture quality. I went into this purchase wanting a larger inexpensive TV for the master bedroom. So far I am floored the picture blows away my Panasonic plasma I purchased several years ago (for 3x the price). The Roku OS is super easy The antenna integration and USB storage for recording live programming are great.One small item I can nitpick is the white LED at the bottom center of the TV that remains on after powering off. I haven't dug through all the settings yet I will post an update if I can disable it. Update: The LED can be disabled in settings under power settings.If this set can continue to perform I will replace my main Panasonic Plasma with the new TCL C SeriesThe pic is from a nature show The Hunt streamed from Netflix.I can't imagine a better picture for the price point. That coupled with the Roku OS and I am extremely happy with this purchase","positive"
